"","V1","V1.6","V1.5","V1.4","V1.3","deploymentID","V1.2","speciesName","project","subproject","treatment","deploymentName","idType","sequenceID","beginTime","endTime","commonName","age","sex","individuallyIDentifiable","count","fuzzed","begin","end","beginDate","endDate","julianDay","year","month","quarter","actualDateOut","retrievalDate","plotName","plotTreatment","cameraFailureDetails","deploymentNotes","baitType","baitDescription","baitStatus","trails","feature","featureTypeMethodology","detectionDistance","trapNights","tdiff","dayOfDeployment","Binom","AmericanBeaverBinom","AmericanBlackBearBinom","AmericanMinkBinom","AmericanRedSquirrelBinom","AppalachianCottontailBinom","BobcatBinom","CoyoteBinom","DomesticCatBinom","DomesticDogBinom","EasternChipmunkBinom","EasternCottontailBinom","EasternFoxSquirrelBinom","EasternGraySquirrelBinom","EasternSpottedSkunkBinom","EasternWoodratBinom","ElkAkaRedDeerBinom","GreyFoxBinom","LongTailedWeaselBinom","MarshRabbitBinom","NineBandedArmadilloBinom","NorthAmericanOtterBinom","NorthernBobwhiteBinom","NorthernRaccoonBinom","RedFoxBinom","RedWolfBinom","RuffedGrouseBinom","SouthernFlyingSquirrelBinom","StripedSkunkBinom","SwampRabbitBinom","UnknownCanidBinom","UnknownFelidBinom","UnknownFlyingSquirrelBinom","UnknownRabbitHareBinom","UnknownSmallRodentBinom","UnknownSquirrelBinom","VirginiaOpossumBinom","WhiteTailedDeerBinom","WildBoarBinom","WildTurkeyBinom","WoodchuckBinom","V1.1","AmericanBeaver","AmericanBlackBear","AmericanMink","AmericanRedSquirrel","AppalachianCottontail","Bobcat","Coyote","DomesticCat","DomesticDog","EasternChipmunk","EasternCottontail","EasternFoxSquirrel","EasternGraySquirrel","EasternSpottedSkunk","EasternWoodrat","ElkAkaRedDeer","GreyFox","LongTailedWeasel","MarshRabbit","NineBandedArmadillo","NorthAmericanOtter","NorthernBobwhite","NorthernRaccoon","RedFox","RedWolf","RuffedGrouse","SouthernFlyingSquirrel","StripedSkunk","SwampRabbit","UnknownCanid","UnknownFelid","UnknownFlyingSquirrel","UnknownRabbitHare","UnknownSmallRodent","UnknownSquirrel","VirginiaOpossum","WhiteTailedDeer","WildBoar","WildTurkey","Woodchuck","avgPrecip","avgTemp","avgCloud","avgEVI","building100","building200","building300","building400","building500","building600","building700","building800","building900","building1000","distToBuilding","distToStream","streamLength1km","streamLength5km","distToRoad","actualLon","actualLat"
"1984",1984,1984,1984,1984,1984,"d39355",1984,"Camera Trapper","North Carolina's Candid Critters Project","Brunswick County","Woods","GreenSwampGL_Forest_1","Researcher","d39355s1","10:57:37","10:57:55","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-05-04 10:57:37","2018-05-04 10:57:55","2018-05-04","2018-05-04",124,2018,5,2,"2018-05-04","2018-05-25","Large Forest","Woods","NULL","my first buck of the year","No Bait","NULL","no bait","no trails","Not Entered","",15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3.46177648247117e-05,291.168575045528,31.3883412701757,0.361752391753292,0,0,0,0,0,0,0,0,0,0,2622.15619280824,608.348107517584,168.364284991804,1918.34956963373,163.42485470585,-78.3135539867919,34.0865865935557
"1985",1985,1985,1985,1985,1985,"d39356",1985,"Sylvilagus floridanus","North Carolina's Candid Critters Project","Randolph County","Woods","Byrd_J_Randolph2","Researcher","d39356s17","02:04:13","02:04:13","Eastern Cottontail","Unknown","Unknown","N",1,FALSE,"2018-04-10 17:40:49","2018-04-18 02:04:13","2018-04-18","2018-04-18",108,2018,4,2,"2018-03-31","2018-04-21","Small Forest","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",4,21,87241,18,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.85368119336917e-05,292.824515098189,26.7486582275805,0.383676091590868,0,0,0,1,1,1,1,3,12,22,328.656941728106,226.386368699881,1089.49479530421,165.120931345219,759.872335139358,-79.6590863585238,35.5327832917449
"1986",1986,1986,1986,1986,1986,"d39357",1986,"Camera Trapper","North Carolina's Candid Critters Project","Haywood County","Woods","Penny_A_Haywood9","Researcher","d39357s2","09:17:02","09:17:09","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-04-21 08:54:26","2018-04-22 09:17:09","2018-04-22","2018-04-22",112,2018,4,2,"2018-04-21","2018-05-08","Small Forest","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",11,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3.42351987229679e-05,289.936422763131,26.0899643354565,0.394155205081755,1,10,16,28,37,48,52,66,76,85,70.987322716415,227.03430062981,444.123069638451,1421.74526902591,114.202113277767,-82.8792271634413,35.6067897487523
"1987",1987,1987,1987,1987,1987,"d40212",1987,"Camera Trapper","North Carolina's Candid Critters Project","Transylvania County","","Luke_J_Transylvania1","Researcher","d40212s1","16:47:12","16:47:46","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-04-29 16:47:12","2018-04-29 16:47:46","2018-04-29","2018-04-29",119,2018,4,2,"2018-04-29","2018-05-20","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6.26746306991448e-05,292.694088980851,29.041035787027,0.360405590972556,2,4,10,21,32,46,56,70,87,106,89.0469090862741,128.385624542039,128.330329931587,1787.5063217209,37.2690578235196,-82.6744313994217,35.1441758890402
"1988",1988,1988,1988,1988,1988,"d40213",1988,"Camera Trapper","North Carolina's Candid Critters Project","Ashe County","","Wild_J_Ashe3","Researcher","d40213s1","19:21:17","19:21:33","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-04-29 19:21:17","2018-04-29 19:21:33","2018-04-29","2018-04-29",119,2018,4,2,"2018-04-29","2018-05-26","Open","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67313564421929e-05,292.016128857457,37.4481611194153,0.359075488282243,1,4,8,10,11,16,25,35,57,72,81.7158696461294,10.1532021548566,1053.44564465047,3315.14515962291,56.1696939472002,-81.3968168077486,36.3027732902665
"1989",1989,1989,1989,1989,1989,"d40214",1989,"Camera Trapper","North Carolina's Candid Critters Project","Mecklenburg County","","Wylie_M_Mecklenburg1","Researcher","d40214s1","14:16:45","14:17:14","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-04-13 14:16:45","2018-04-13 14:17:14","2018-04-13","2018-04-13",103,2018,4,2,"2018-04-13","2018-04-30","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",40,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2.39353411268102e-05,292.846495041996,28.2872217830972,0.368519997723126,7,26,56,91,140,194,253,334,409,511,29.2658010974924,1177.06870501773,0,745.622599937335,34.6312512809984,-80.669976075911,35.1605039642408
"1990",1990,1990,1990,1990,1990,"d40215",1990,"Camera Trapper","North Carolina's Candid Critters Project","Brunswick County","","Kiernan_M_Brunswick1","Researcher","d40215s1","09:57:06","09:57:11","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-07-06 09:57:06","2018-07-06 09:57:11","2018-07-06","2018-07-06",187,2018,7,3,"2018-07-06","2018-07-27","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",5.32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.60515892360102e-05,290.968038050006,42.438072854413,0.379528071578451,2,5,13,19,19,19,20,20,22,23,89.1895740177399,678.624634882114,569.73580279498,673.445173512831,85.1657275918548,-78.0453546520852,34.193139223855
"1991",1991,1991,1991,1991,1991,"d40218",1991,"Camera Trapper","North Carolina's Candid Critters Project","Brunswick County","","Kiernan_M_Brunswick2","Researcher","d40218s18","09:00:30","09:00:35","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-06-15 09:00:30","2018-06-15 09:00:35","2018-06-15","2018-06-15",166,2018,6,2,"2018-05-25","2018-06-15","Small Forest","","NULL","forrested/swampy area designated as a nature preserve within Brunswick Forest community.  Southern side.","No Bait","NULL","no bait","no trails","Not Entered","",9.24,21,105579,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,4.73143905566164e-05,292.664018279497,39.4746137323508,0.399237089788822,0,0,0,0,0,0,1,4,10,13,673.717285665836,616.270640293473,612.621528016979,673.445173512831,182.383132461911,-78.0384634570163,34.1748704899844
"1992",1992,1992,1992,1992,1992,"d40219",1992,"Camera Trapper","North Carolina's Candid Critters Project","Brunswick County","","Kiernan_M_Brunswick3","Researcher","d40219s2","09:07:28","09:07:33","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-07-06 09:07:28","2018-07-06 09:07:33","2018-07-06","2018-07-06",187,2018,7,3,"2018-06-18","2018-07-06","Open","","NULL","only got 10 pictures, not sure why.   area is heavily forrested and generally undisturbed.","No Bait","NULL","no bait","no trails","Not Entered","",7.5,18,1523785,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.64899853678471e-05,293.317281946322,32.1144794768485,0.379325581172186,0,4,6,11,18,19,20,20,20,21,101.091854498437,526.660669416446,569.73580279498,673.445173512831,10.3377030127942,-78.0475444746498,34.1930390856393
"1993",1993,1993,1993,1993,1993,"d40222",1993,"Ursus americanus","North Carolina's Candid Critters Project","Henderson County","","Berger_M_Henderson1","Researcher","d40222s8","06:25:55","06:26:01","American Black Bear","Unknown","Unknown","N",1,FALSE,"2018-05-23 16:59:08","2018-05-21 06:26:01","2018-05-21","2018-05-21",141,2018,5,2,"2018-05-06","2018-05-25","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",9,19,76295,15,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.82614267704459e-05,295.543821584211,37.0359222103214,0.402875963204135,0,0,0,0,1,1,1,1,5,9,414.593540074145,580.315627116573,65.7439336974994,5.12521401116555,650.785259529318,-82.5238590119,35.1894632068448
"1994",1994,1994,1994,1994,1994,"d40223",1994,"Camera Trapper","North Carolina's Candid Critters Project","Chatham County","","Williams_M_Chatham2","Researcher","d40223s46","13:14:21","13:14:38","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-04-26 00:42:25","2018-04-29 13:14:38","2018-04-29","2018-04-29",119,2018,4,2,"2018-04-08","2018-04-29","Small Forest","","NULL","","No Bait","NULL","no bait","no trails","Not Entered","",11.3,21,8654,21,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.95713500538927e-05,291.4302478818,43.4497078894107,0.360514089110256,0,0,0,0,0,0,3,5,12,24,642.236216984563,569.700022815425,378.326159553403,1679.60335531382,665.031416920499,-79.2341519455485,35.7423223747932
"1995",1995,1995,1995,1995,1995,"d40225",1995,"Canis latrans","North Carolina's Candid Critters Project","Orange County","","Shapiro_A_Orange1","Researcher","d40225s13","20:43:35","20:43:38","Coyote","Unknown","Unknown","N",1,FALSE,"2018-05-04 19:33:54","2018-05-06 20:43:38","2018-05-06","2018-05-06",126,2018,5,2,"2018-05-04","2018-05-25","Open","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",8.64,21,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,4.5331849309084e-05,291.204588980332,40.6464710146168,0.371329604198518,4,15,51,109,169,233,300,348,407,492,29.8718834909354,435.934355349527,648.876986250495,326.225573323898,11.1852440129563,-79.0954971615497,36.0766173248123
"1996",1996,1996,1996,1996,1996,"d40226",1996,"Camera Trapper","North Carolina's Candid Critters Project","Dare County","","Brown_J_Dare23","Researcher","d40226s1","14:40:32","14:40:43","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-05-04 14:40:32","2018-05-04 14:40:43","2018-05-04","2018-05-04",124,2018,5,2,"2018-05-04","2018-05-22","Open","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",8,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1717301595165e-05,293.083074725216,41.1947997770129,0.363560895919693,0,0,0,0,1,5,12,21,39,99,488.37598907614,3927.82613439316,0,1896.09121017805,501.994292607233,-75.6373301864544,35.9580892462234
"1997",1997,1997,1997,1997,1997,"d40228",1997,"Camera Trapper","North Carolina's Candid Critters Project","Chatham County","","McAdams_C_Chatham14","Researcher","d40228s1","16:03:06","16:03:18","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-05-04 16:03:06","2018-05-04 16:03:18","2018-05-04","2018-05-04",124,2018,5,2,"2018-05-04","2018-05-25","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",4.572,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.000108389992746759,291.521414214524,38.7517443329198,0.361870117751681,2,2,5,14,23,29,31,41,55,72,22.3914244049956,135.825173128106,1116.72160345034,42.822088561849,55.1924142650413,-79.1146262040755,35.7877184172546
"1998",1998,1998,1998,1998,1998,"d40229",1998,"Camera Trapper","North Carolina's Candid Critters Project","Guilford County","","Carter_G_Guilford5","Researcher","d40229s15","11:22:02","11:22:04","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-05-18 11:22:02","2018-05-18 11:22:04","2018-05-18","2018-05-18",138,2018,5,2,"2018-05-04","2018-05-18","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",100,14,41159,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,7.23910922694895e-05,292.602553864273,38.271700474897,0.433517845744975,3,13,36,66,105,151,195,257,300,384,94.0101766817071,2.1413546337436,138.607127881067,148.840104501876,44.8229746957476,-79.7007054634389,36.1533532296243
"1999",1999,1999,1999,1999,1999,"d40230",1999,"Lynx rufus","North Carolina's Candid Critters Project","Brunswick County","","Kiernan_M_Brunswick4","Researcher","d40230s15","10:11:28","10:11:31","Bobcat","Unknown","Unknown","N",1,FALSE,"2018-05-05 07:19:48","2018-05-14 10:11:31","2018-05-14","2018-05-14",134,2018,5,2,"2018-05-04","2018-05-25","Small Forest","","NULL","mostly forested area by a creek, area is being rapidly developed.","No Bait","NULL","no bait","no trails","Not Entered","",12,21,7848,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,5.53278431941573e-05,291.556931523708,28.8313064206278,0.379499210037831,2,21,66,122,190,238,283,311,339,369,85.7791857385953,308.369476253034,1756.77727911581,673.445173512831,23.2196585761281,-78.0249953885678,34.1844009411927
"2000",2000,2000,2000,2000,2000,"d40231",2000,"Lynx rufus","North Carolina's Candid Critters Project","Henderson County","","Ziffer_C_Henderson1","Researcher","d40231s32","18:39:38","18:39:44","Bobcat","Unknown","Unknown","N",1,FALSE,"2018-05-13 20:00:02","2018-05-14 18:39:44","2018-05-14","2018-05-14",134,2018,5,2,"2018-05-06","2018-05-26","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",17,20,45622,8,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,7.1180933482518e-05,291.01301509874,26.5890378001589,0.429424679907619,10,34,66,100,152,206,250,307,364,407,35.5463230912383,85.6786095092499,304.283537672926,1071.14745792293,36.7286003660865,-82.5544572829698,35.3052254932469
"2001",2001,2001,2001,2001,2001,"d40234",2001,"Camera Trapper","North Carolina's Candid Critters Project","Macon County","","NeedmoreGL_Forest_56","Researcher","d40234s9","12:10:34","12:10:42","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-05-23 12:10:34","2018-05-23 12:10:42","2018-05-23","2018-05-23",143,2018,5,2,"2018-05-08","2018-05-23","Small Forest","","NULL","Card # 972
Raby Bend Tract.  Farthest Point, up on ridge.","No Bait","NULL","no bait","no trails","Not Entered","",8,15,159209,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2.6870210715952e-05,294.540843652539,38.8938253292164,0.415362169248405,0,3,4,7,10,12,19,23,27,37,123.66797088443,159.189524810269,664.900384224604,143.321680902925,25.0929216121374,-83.2799478156834,35.1502872263842
"2002",2002,2002,2002,2002,2002,"d40235",2002,"Camera Trapper","North Carolina's Candid Critters Project","Macon County","","NeedmoreGL_Forest_50","Researcher","d40235s12","12:23:49","12:23:59","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-05-19 10:21:30","2018-05-23 12:23:59","2018-05-23","2018-05-23",143,2018,5,2,"2018-05-07","2018-05-23","Small Forest","","NULL","Card # 973.
Raby Bend Tract.  Closest spot.  In old, short logging trail to the right. ","No Bait","NULL","no bait","no trails","Not Entered","",8,16,787054,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3.30279990169928e-05,295.728548236238,26.7906386955833,0.421936907787729,2,3,5,8,11,12,18,23,29,36,15.4171226207675,180.265268109688,664.900384224604,143.321680902925,122.881989495761,-83.2794479449734,35.1511872119214
"2003",2003,2003,2003,2003,2003,"d40236",2003,"Camera Trapper","North Carolina's Candid Critters Project","Chatham County","","JordanLakeSRA_Forest_110","Researcher","d40236s1","12:37:24","12:37:37","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-05-06 12:37:24","2018-05-06 12:37:37","2018-05-06","2018-05-06",126,2018,5,2,"2018-05-06","2018-05-25","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",8.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4.48859529037049e-05,292.678292488183,34.7003749839971,0.391490185896968,0,0,3,4,9,12,13,13,13,16,204.827137003012,859.712265796071,65.4832774350922,49.4366088182148,242.536903020733,-79.0640423353089,35.7088852147969
"2004",2004,2004,2004,2004,2004,"d40237",2004,"No Animal","North Carolina's Candid Critters Project","Chatham County","","JordanLakeSRA_Open_16","Researcher","d40237s1","16:16:09","16:16:13","No Animal","Unknown","Unknown","N",1,FALSE,"2018-06-13 16:16:09","2018-06-13 16:16:13","2018-06-13","2018-06-13",164,2018,6,2,"2018-06-13","2018-07-06","Open","","NULL","Started deploment early due to out of town travel. Surrounding area had recently been logged. Field was planted with corn 3-4 weeks earlier than start date. Sequence 1 was captured in error while I was setting up the camera.","No Bait","NULL","no bait","no trails","Not Entered","",7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2.13702588087089e-05,292.467641781755,22.9941816648768,0.395363602822613,0,0,0,0,0,0,0,0,1,3,876.029080531123,582.708482569525,1492.52830126429,339.692577701179,880.607652795422,-79.0205614881477,35.7648657139175
"2005",2005,2005,2005,2005,2005,"d40238",2005,"Camera Trapper","North Carolina's Candid Critters Project","Bertie County","","BertieCountyGL_Forest_12","Researcher","d40238s1","17:14:18","17:14:24","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-05-05 17:14:18","2018-05-05 17:14:24","2018-05-05","2018-05-05",125,2018,5,2,"2018-05-05","2018-05-27","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7.61332065600614e-05,291.763635147941,41.1488992361228,0.39422707946713,1,2,2,2,4,8,13,15,20,29,97.4863349915675,472.934255391235,1158.04940021657,240.59186713133,51.6658319463984,-76.9065284619273,35.9782806387709
"2006",2006,2006,2006,2006,2006,"d40239",2006,"Camera Trapper","North Carolina's Candid Critters Project","Jackson County","","NantahalaNF_Forest_914","Researcher","d40239s1","14:32:52","14:32:55","Camera Trapper","Adult","Female","N",1,FALSE,"2018-05-03 14:32:52","2018-05-03 14:32:55","2018-05-03","2018-05-03",123,2018,5,2,"2018-05-03","2018-05-24","Small Forest","","NULL","When I retrieved the camera, I could see that something had been messing with it. The grill that covers the infrared section had been knocked on the ground. There were bear claw marks on the tree and a couple of small gouges in the plastic cover of the Python cable. The pictures confirmed that a bear spent a lot of time with the camera. I have a couple of pictures of the bear claw marks that I can upload if you tell me you want them.","No Bait","NULL","no bait","no trails","Not Entered","",7.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7.97160995981704e-05,291.330971625194,24.1399780819977,0.35714283955207,0,0,0,0,0,1,2,4,5,9,587.25137832574,176.407769814248,2294.27532659626,2399.64592212394,717.651029109049,-83.0361921012457,35.1756313487811
"2007",2007,2007,2007,2007,2007,"d40242",2007,"Camera Trapper","North Carolina's Candid Critters Project","Wake County","","WilliamBUmsteadSP_Forest_28","Researcher","d40242s1","09:11:21","09:11:24","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-05-05 09:11:21","2018-05-05 09:11:24","2018-05-05","2018-05-05",125,2018,5,2,"2018-05-05","2018-05-28","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4.76359174215837e-05,291.379554983573,23.3687643480674,0.382593438105311,0,0,0,0,0,0,0,1,5,7,745.472786840272,481.269864953226,628.379343931097,488.131460345231,449.845864935126,-78.7623414808887,35.8560991824021
